run,family,cycle,side,layer,new,total
r,P11,1,both,1,12,32
r,P11,1,left,0,5,37
r,P11,1,left,1,11,48
r,P11,1,right,0,9,57
r,P11,1,right,1,6,63
r,P11,2,both,0,13,13
r,P11,2,both,1,4,17
r,P11,2,left,0,4,21
r,P11,2,left,1,6,27
r,P11,2,right,0,6,33
r,P11,2,right,1,1,34
r,P11,3,both,0,6,6
r,P11,3,both,1,4,10
r,P11,3,left,0,2,12
r,P11,3,left,1,1,13
r,P11,3,right,0,2,15
r,P11,3,right,1,0,15
r,P11,4,both,0,6,6
r,P11,4,both,1,16,22
r,P11,4,left,0,3,25
r,P11,4,left,1,3,28
r,P11,4,right,0,1,29
r,P11,4,right,1,2,31
r,P11,5,both,0,4,4
r,P11,5,both,1,4,8
r,P11,5,left,0,1,9
r,P11,5,left,1,2,11
r,P11,5,right,0,0,11
r,P11,5,right,1,1,12
r,P11,6,both,0,0,0
r,P11,6,both,1,4,4
r,P11,6,left,0,0,4
r,P11,6,left,1,2,6
r,P11,6,right,0,0,6
r,P11,6,right,1,1,7
r,P11,0,both,0,0,0
r,P11,0,both,1,2,2
r,P11,0,left,0,11,13
r,P11,0,left,1,19,32
r,P11,0,right,0,12,44
r,P11,0,right,1,14,58
r,P11,1,both,0,15,15
r,P11,1,both,1,14,29
r,P11,1,left,0,10,39
r,P11,1,left,1,8,47
r,P11,1,right,0,6,53
r,P11,1,right,1,6,59
r,P11,2,both,0,7,7
r,P11,2,both,1,6,13
r,P11,2,left,0,6,19
r,P11,2,left,1,5,24
r,P11,2,right,0,2,26
r,P11,2,right,1,0,26
r,P11,3,both,0,3,3
r,P11,3,both,1,0,3
r,P11,3,left,0,1,4
r,P11,3,left,1,0,4
r,P11,3,right,0,0,4
r,P11,3,right,1,0,4
r,P11,4,both,0,0,0
r,P11,4,both,1,0,0
r,P11,4,left,0,0,0
r,P11,4,left,1,0,0
r,P11,4,right,0,0,0
r,P11,4,right,1,0,0
r,P11,0,both,0,2,2
r,P11,0,both,1,11,13
r,P11,0,left,0,28,41
r,P11,0,left,1,18,59
r,P11,0,right,0,16,75
r,P11,0,right,1,12,87
r,P11,1,both,0,15,15
r,P11,1,both,1,8,23
r,P11,1,left,0,8,31
r,P11,1,left,1,7,38
r,P11,1,right,0,6,44
r,P11,1,right,1,8,52
r,P11,2,both,0,7,7
r,P11,2,both,1,8,15
r,P11,2,left,0,3,18
r,P11,2,left,1,3,21
r,P11,2,right,0,2,23
r,P11,2,right,1,3,26
r,P11,3,both,0,3,3
r,P11,3,both,1,1,4
r,P11,3,left,0,0,4
r,P11,3,left,1,1,5
r,P11,3,right,0,0,5
r,P11,3,right,1,1,6
r,P11,4,both,0,0,0
r,P11,4,both,1,0,0
r,P11,4,left,0,0,0
r,P11,4,left,1,0,0
r,P11,4,right,0,0,0
r,P11,4,right,1,0,0
r,P11,0,both,0,2,2
r,P11,0,both,1,13,15
r,P11,0,left,0,19,34
r,P11,0,left,1,21,55
r,P11,0,right,0,12,67
r,P11,0,right,1,14,81
r,P11,1,both,0,14,14
r,P11,1,both,1,9,23
r,P11,1,left,0,9,32
r,P11,1,left,1,6,38
r,P11,1,right,0,7,45
r,P11,1,right,1,5,50
r,P11,2,both,0,14,14
r,P11,2,both,1,10,24
r,P11,2,left,0,6,30
r,P11,2,left,1,3,33
r,P11,2,right,0,1,34
r,P11,2,right,1,1,35
r,P11,3,both,0,5,5
r,P11,3,both,1,3,8
r,P11,3,left,0,1,9
r,P11,3,left,1,1,10
r,P11,3,right,0,0,10
r,P11,3,right,1,0,10
r,P11,4,both,0,1,1
r,P11,4,both,1,1,2
r,P11,4,left,0,0,2
r,P11,4,left,1,0,2
r,P11,4,right,0,0,2
r,P11,4,right,1,0,2
r,P11,5,both,0,1,1
r,P11,5,both,1,0,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,3,3
r,P11,0,both,1,14,17
r,P11,0,left,0,16,33
r,P11,0,left,1,18,51
r,P11,0,right,0,20,71
r,P11,0,right,1,15,86
r,P11,1,both,0,20,20
r,P11,1,both,1,10,30
r,P11,1,left,0,8,38
r,P11,1,left,1,8,46
r,P11,1,right,0,9,55
r,P11,1,right,1,5,60
r,P11,2,both,0,10,10
r,P11,2,both,1,6,16
r,P11,2,left,0,1,17
r,P11,2,left,1,2,19
r,P11,2,right,0,4,23
r,P11,2,right,1,1,24
r,P11,3,both,0,6,6
r,P11,3,both,1,3,9
r,P11,3,left,0,1,10
r,P11,3,left,1,1,11
r,P11,3,right,0,2,13
r,P11,3,right,1,0,13
r,P11,4,both,0,1,1
r,P11,4,both,1,2,3
r,P11,4,left,0,0,3
r,P11,4,left,1,0,3
r,P11,4,right,0,0,3
r,P11,4,right,1,0,3
r,P11,5,both,0,2,2
r,P11,5,both,1,4,6
r,P11,5,left,0,1,7
r,P11,5,left,1,1,8
r,P11,5,right,0,0,8
r,P11,5,right,1,1,9
r,P11,6,both,0,1,1
r,P11,6,both,1,0,1
r,P11,6,left,0,0,1
r,P11,6,left,1,0,1
r,P11,6,right,0,0,1
r,P11,6,right,1,0,1
r,P11,0,both,0,1,1
r,P11,0,both,1,14,15
r,P11,0,left,0,19,34
r,P11,0,left,1,20,54
r,P11,0,right,0,13,67
r,P11,0,right,1,13,80
r,P11,1,both,0,15,15
r,P11,1,both,1,8,23
r,P11,1,left,0,11,34
r,P11,1,left,1,3,37
r,P11,1,right,0,5,42
r,P11,1,right,1,7,49
r,P11,2,both,0,8,8
r,P11,2,both,1,6,14
r,P11,2,left,0,3,17
r,P11,2,left,1,5,22
r,P11,2,right,0,2,24
r,P11,2,right,1,3,27
r,P11,3,both,0,3,3
r,P11,3,both,1,4,7
r,P11,3,left,0,1,8
r,P11,3,left,1,1,9
r,P11,3,right,0,1,10
r,P11,3,right,1,0,10
r,P11,4,both,0,3,3
r,P11,4,both,1,3,6
r,P11,4,left,0,0,6
r,P11,4,left,1,0,6
r,P11,4,right,0,0,6
r,P11,4,right,1,0,6
r,P11,5,both,0,1,1
r,P11,5,both,1,0,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,0,both,0,3,3
r,P11,0,both,1,9,12
r,P11,0,left,0,25,37
r,P11,0,left,1,14,51
r,P11,0,right,0,6,57
r,P11,0,right,1,8,65
r,P11,1,both,0,26,26
r,P11,1,both,1,11,37
r,P11,1,left,0,8,45
r,P11,1,left,1,11,56
r,P11,1,right,0,6,62
r,P11,1,right,1,5,67
r,P11,2,both,0,5,5
r,P11,2,both,1,5,10
r,P11,2,left,0,6,16
r,P11,2,left,1,0,16
r,P11,2,right,0,1,17
r,P11,2,right,1,1,18
r,P11,3,both,0,5,5
r,P11,3,both,1,5,10
r,P11,3,left,0,4,14
r,P11,3,left,1,2,16
r,P11,3,right,0,0,16
r,P11,3,right,1,1,17
r,P11,4,both,0,2,2
r,P11,4,both,1,5,7
r,P11,4,left,0,2,9
r,P11,4,left,1,2,11
r,P11,4,right,0,1,12
r,P11,4,right,1,0,12
r,P11,5,both,0,3,3
r,P11,5,both,1,4,7
r,P11,5,left,0,0,7
r,P11,5,left,1,4,11
r,P11,5,right,0,0,11
r,P11,5,right,1,3,14
r,P11,6,both,0,0,0
r,P11,6,both,1,2,2
r,P11,6,left,0,1,3
r,P11,6,left,1,1,4
r,P11,6,right,0,0,4
r,P11,6,right,1,0,4
r,P11,7,both,0,1,1
r,P11,7,both,1,2,3
r,P11,7,left,0,0,3
r,P11,7,left,1,0,3
r,P11,7,right,0,0,3
r,P11,7,right,1,0,3
r,P11,8,both,0,1,1
r,P11,8,both,1,0,1
r,P11,8,left,0,0,1
r,P11,8,left,1,0,1
r,P11,8,right,0,0,1
r,P11,8,right,1,0,1
r,P11,9,both,0,0,0
r,P11,9,both,1,0,0
r,P11,9,left,0,0,0
r,P11,9,left,1,0,0
r,P11,9,right,0,0,0
r,P11,9,right,1,0,0
r,P11,0,both,0,1,1
r,P11,0,both,1,3,4
r,P11,0,left,0,17,21
r,P11,0,left,1,19,40
r,P11,0,right,0,25,65
r,P11,0,right,1,16,81
r,P11,1,both,0,14,14
r,P11,1,both,1,10,24
r,P11,1,left,0,10,34
r,P11,1,left,1,14,48
r,P11,1,right,0,9,57
r,P11,1,right,1,2,59
r,P11,2,both,0,5,5
r,P11,2,both,1,8,13
r,P11,2,left,0,2,15
r,P11,2,left,1,3,18
r,P11,2,right,0,0,18
r,P11,2,right,1,1,19
r,P11,3,both,0,1,1
r,P11,3,both,1,2,3
r,P11,3,left,0,0,3
r,P11,3,left,1,0,3
r,P11,3,right,0,2,5
r,P11,3,right,1,0,5
r,P11,4,both,0,1,1
r,P11,4,both,1,0,1
r,P11,4,left,0,0,1
r,P11,4,left,1,0,1
r,P11,4,right,0,0,1
r,P11,4,right,1,0,1
r,P11,0,both,0,2,2
r,P11,0,both,1,9,11
r,P11,0,left,0,20,31
r,P11,0,left,1,25,56
r,P11,0,right,0,24,80
r,P11,0,right,1,12,92
r,P11,1,both,0,26,26
r,P11,1,both,1,10,36
r,P11,1,left,0,8,44
r,P11,1,left,1,8,52
r,P11,1,right,0,12,64
r,P11,1,right,1,4,68
r,P11,2,both,0,8,8
r,P11,2,both,1,10,18
r,P11,2,left,0,3,21
r,P11,2,left,1,2,23
r,P11,2,right,0,3,26
r,P11,2,right,1,2,28
r,P11,3,both,0,4,4
r,P11,3,both,1,5,9
r,P11,3,left,0,2,11
r,P11,3,left,1,0,11
r,P11,3,right,0,1,12
r,P11,3,right,1,3,15
r,P11,4,both,0,0,0
r,P11,4,both,1,2,2
r,P11,4,left,0,0,2
r,P11,4,left,1,2,4
r,P11,4,right,0,0,4
r,P11,4,right,1,2,6
r,P11,0,both,0,2,2
r,P11,0,both,1,25,27
r,P11,0,left,0,27,54
r,P11,0,left,1,24,78
r,P11,0,right,0,12,90
r,P11,0,right,1,18,108
r,P11,1,both,0,24,24
r,P11,1,both,1,9,33
r,P11,1,left,0,12,45
r,P11,1,left,1,8,53
r,P11,1,right,0,13,66
r,P11,1,right,1,9,75
r,P11,2,both,0,14,14
r,P11,2,both,1,15,29
r,P11,2,left,0,4,33
r,P11,2,left,1,8,41
r,P11,2,right,0,5,46
r,P11,2,right,1,3,49
r,P11,3,both,0,5,5
r,P11,3,both,1,7,12
r,P11,3,left,0,1,13
r,P11,3,left,1,3,16
r,P11,3,right,0,2,18
r,P11,3,right,1,2,20
r,P11,4,both,0,0,0
r,P11,4,both,1,1,1
r,P11,4,left,0,2,3
r,P11,4,left,1,0,3
r,P11,4,right,0,0,3
r,P11,4,right,1,0,3
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,1,1
r,P11,0,both,1,4,5
r,P11,0,left,0,24,29
r,P11,0,left,1,22,51
r,P11,0,right,0,21,72
r,P11,0,right,1,9,81
r,P11,1,both,0,14,14
r,P11,1,both,1,4,18
r,P11,1,left,0,2,20
r,P11,1,left,1,7,27
r,P11,1,right,0,7,34
r,P11,1,right,1,4,38
r,P11,2,both,0,8,8
r,P11,2,both,1,8,16
r,P11,2,left,0,2,18
r,P11,2,left,1,2,20
r,P11,2,right,0,5,25
r,P11,2,right,1,5,30
r,P11,3,both,0,2,2
r,P11,3,both,1,6,8
r,P11,3,left,0,0,8
r,P11,3,left,1,2,10
r,P11,3,right,0,0,10
r,P11,3,right,1,2,12
r,P11,4,both,0,2,2
r,P11,4,both,1,3,5
r,P11,4,left,0,0,5
r,P11,4,left,1,2,7
r,P11,4,right,0,1,8
r,P11,4,right,1,1,9
r,P11,5,both,0,0,0
r,P11,5,both,1,3,3
r,P11,5,left,0,0,3
r,P11,5,left,1,1,4
r,P11,5,right,0,0,4
r,P11,5,right,1,0,4
r,P11,0,both,0,0,0
r,P11,0,both,1,1,1
r,P11,0,left,0,14,15
r,P11,0,left,1,30,45
r,P11,0,right,0,13,58
r,P11,0,right,1,17,75
r,P11,1,both,0,19,19
r,P11,1,both,1,12,31
r,P11,1,left,0,6,37
r,P11,1,left,1,7,44
r,P11,1,right,0,13,57
r,P11,1,right,1,8,65
r,P11,2,both,0,10,10
r,P11,2,both,1,12,22
r,P11,2,left,0,5,27
r,P11,2,left,1,5,32
r,P11,2,right,0,3,35
r,P11,2,right,1,1,36
r,P11,3,both,0,4,4
r,P11,3,both,1,5,9
r,P11,3,left,0,2,11
r,P11,3,left,1,1,12
r,P11,3,right,0,4,16
r,P11,3,right,1,1,17
r,P11,4,both,0,1,1
r,P11,4,both,1,4,5
r,P11,4,left,0,0,5
r,P11,4,left,1,0,5
r,P11,4,right,0,1,6
r,P11,4,right,1,0,6
r,P11,5,both,0,0,0
r,P11,5,both,1,3,3
r,P11,5,left,0,0,3
r,P11,5,left,1,0,3
r,P11,5,right,0,1,4
r,P11,5,right,1,0,4
r,P11,0,both,0,1,1
r,P11,0,both,1,2,3
r,P11,0,left,0,6,9
r,P11,0,left,1,21,30
r,P11,0,right,0,30,60
r,P11,0,right,1,17,77
r,P11,1,both,0,12,12
r,P11,1,both,1,14,26
r,P11,1,left,0,10,36
r,P11,1,left,1,9,45
r,P11,1,right,0,9,54
r,P11,1,right,1,11,65
r,P11,2,both,0,10,10
r,P11,2,both,1,7,17
r,P11,2,left,0,3,20
r,P11,2,left,1,6,26
r,P11,2,right,0,0,26
r,P11,2,right,1,1,27
r,P11,3,both,0,7,7
r,P11,3,both,1,5,12
r,P11,3,left,0,0,12
r,P11,3,left,1,1,13
r,P11,3,right,0,1,14
r,P11,3,right,1,1,15
r,P11,4,both,0,4,4
r,P11,4,both,1,1,5
r,P11,4,left,0,1,6
r,P11,4,left,1,0,6
r,P11,4,right,0,1,7
r,P11,4,right,1,0,7
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,2,2
r,P11,0,both,1,24,26
r,P11,0,left,0,17,43
r,P11,0,left,1,26,69
r,P11,0,right,0,23,92
r,P11,0,right,1,13,105
r,P11,1,both,0,21,21
r,P11,1,both,1,16,37
r,P11,1,left,0,10,47
r,P11,1,left,1,8,55
r,P11,1,right,0,4,59
r,P11,1,right,1,3,62
r,P11,2,both,0,11,11
r,P11,2,both,1,10,21
r,P11,2,left,0,3,24
r,P11,2,left,1,6,30
r,P11,2,right,0,10,40
r,P11,2,right,1,1,41
r,P11,3,both,0,8,8
r,P11,3,both,1,5,13
r,P11,3,left,0,1,14
r,P11,3,left,1,2,16
r,P11,3,right,0,1,17
r,P11,3,right,1,0,17
r,P11,4,both,0,4,4
r,P11,4,both,1,2,6
r,P11,4,left,0,1,7
r,P11,4,left,1,3,10
r,P11,4,right,0,0,10
r,P11,4,right,1,1,11
r,P11,5,both,0,1,1
r,P11,5,both,1,1,2
r,P11,5,left,0,0,2
r,P11,5,left,1,0,2
r,P11,5,right,0,0,2
r,P11,5,right,1,1,3
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
ms1,P11,0,both,0,1,1
ms1,P11,0,both,1,1,2
ms1,P11,0,left,0,1,3
ms1,P11,0,left,1,1,4
ms1,P11,0,right,0,1,5
ms1,P11,0,right,1,1,6
ms1,P11,1,both,0,1,1
ms1,P11,1,both,1,1,2
ms1,P11,1,left,0,1,3
ms1,P11,1,left,1,1,4
ms1,P11,1,right,0,1,5
ms1,P11,1,right,1,1,6
ms1,P11,2,both,0,1,1
ms1,P11,2,both,1,1,2
ms1,P11,2,left,0,1,3
ms1,P11,2,left,1,1,4
ms1,P11,2,right,0,1,5
ms1,P11,2,right,1,1,6
ms1,P11,3,both,0,1,1
ms1,P11,3,both,1,1,2
ms1,P11,3,left,0,1,3
ms1,P11,3,left,1,1,4
ms1,P11,3,right,0,1,5
ms1,P11,3,right,1,1,6
ms1,P11,4,both,0,1,1
ms1,P11,4,both,1,1,2
ms1,P11,4,left,0,1,3
ms1,P11,4,left,1,1,4
ms1,P11,4,right,0,1,5
ms1,P11,4,right,1,1,6
ms1,P11,5,both,0,1,1
ms1,P11,5,both,1,1,2
ms1,P11,5,left,0,1,3
ms1,P11,5,left,1,1,4
ms1,P11,5,right,0,1,5
ms1,P11,5,right,1,1,6
ms1,P11,6,both,0,1,1
ms1,P11,6,both,1,1,2
ms1,P11,6,left,0,1,3
ms1,P11,6,left,1,1,4
ms1,P11,6,right,0,1,5
ms1,P11,6,right,1,1,6
ms1,P11,7,both,0,1,1
ms1,P11,7,both,1,1,2
ms1,P11,7,left,0,1,3
ms1,P11,7,left,1,1,4
ms1,P11,7,right,0,1,5
ms1,P11,7,right,1,1,6
ms1,P11,8,both,0,1,1
ms1,P11,8,both,1,1,2
ms1,P11,8,left,0,1,3
ms1,P11,8,left,1,1,4
ms1,P11,8,right,0,1,5
ms1,P11,8,right,1,1,6
ms1,P11,9,both,0,1,1
ms1,P11,9,both,1,1,2
ms1,P11,9,left,0,1,3
ms1,P11,9,left,1,1,4
ms1,P11,9,right,0,1,5
ms1,P11,9,right,1,1,6
ms1,P11,10,both,0,1,1
ms1,P11,10,both,1,1,2
ms1,P11,10,left,0,1,3
ms1,P11,10,left,1,1,4
ms1,P11,10,right,0,1,5
ms1,P11,10,right,1,1,6
ms1,P11,11,both,0,1,1
ms1,P11,11,both,1,1,2
ms1,P11,11,left,0,1,3
ms1,P11,11,left,1,1,4
ms1,P11,11,right,0,1,5
ms1,P11,11,right,1,1,6
ms1,P11,12,both,0,1,1
ms1,P11,12,both,1,1,2
ms1,P11,12,left,0,1,3
ms1,P11,12,left,1,1,4
ms1,P11,12,right,0,1,5
ms1,P11,12,right,1,1,6
ms1,P11,13,both,0,1,1
ms1,P11,13,both,1,1,2
ms1,P11,13,left,0,1,3
ms1,P11,13,left,1,1,4
ms1,P11,13,right,0,1,5
ms1,P11,13,right,1,1,6
ms1,P11,14,both,0,1,1
ms1,P11,14,both,1,1,2
ms1,P11,14,left,0,0,2
ms1,P11,14,left,1,1,3
ms1,P11,14,right,0,1,4
ms1,P11,14,right,1,1,5
ms1,P11,15,both,0,1,1
ms1,P11,15,both,1,1,2
ms1,P11,15,left,0,1,3
ms1,P11,15,left,1,1,4
ms1,P11,15,right,0,1,5
ms1,P11,15,right,1,1,6
ms1,P11,16,both,0,1,1
ms1,P11,16,both,1,1,2
ms1,P11,16,left,0,1,3
ms1,P11,16,left,1,1,4
ms1,P11,16,right,0,1,5
ms1,P11,16,right,1,1,6
ms1,P11,17,both,0,1,1
ms1,P11,17,both,1,1,2
ms1,P11,17,left,0,1,3
ms1,P11,17,left,1,1,4
ms1,P11,17,right,0,1,5
ms1,P11,17,right,1,1,6
ms1,P11,18,both,0,1,1
ms1,P11,18,both,1,1,2
ms1,P11,18,left,0,0,2
ms1,P11,18,left,1,1,3
ms1,P11,18,right,0,1,4
ms1,P11,18,right,1,1,5
ms1,P11,19,both,0,1,1
ms1,P11,19,both,1,1,2
ms1,P11,19,left,0,0,2
ms1,P11,19,left,1,1,3
ms1,P11,19,right,0,1,4
ms1,P11,19,right,1,1,5
ms1,P11,0,both,0,1,1
ms1,P11,0,both,1,0,1
ms1,P11,0,left,0,1,2
ms1,P11,0,left,1,1,3
ms1,P11,0,right,0,1,4
ms1,P11,0,right,1,1,5
ms1,P11,1,both,0,1,1
ms1,P11,1,both,1,0,1
ms1,P11,1,left,0,1,2
ms1,P11,1,left,1,1,3
ms1,P11,1,right,0,1,4
ms1,P11,1,right,1,1,5
ms1,P11,2,both,0,1,1
ms1,P11,2,both,1,1,2
ms1,P11,2,left,0,1,3
ms1,P11,2,left,1,1,4
ms1,P11,2,right,0,1,5
ms1,P11,2,right,1,1,6
ms1,P11,3,both,0,1,1
ms1,P11,3,both,1,1,2
ms1,P11,3,left,0,1,3
ms1,P11,3,left,1,1,4
ms1,P11,3,right,0,1,5
ms1,P11,3,right,1,1,6
ms1,P11,4,both,0,1,1
ms1,P11,4,both,1,1,2
ms1,P11,4,left,0,1,3
ms1,P11,4,left,1,1,4
ms1,P11,4,right,0,1,5
ms1,P11,4,right,1,1,6
ms1,P11,5,both,0,1,1
ms1,P11,5,both,1,1,2
ms1,P11,5,left,0,1,3
ms1,P11,5,left,1,1,4
ms1,P11,5,right,0,1,5
ms1,P11,5,right,1,1,6
ms1,P11,6,both,0,1,1
ms1,P11,6,both,1,1,2
ms1,P11,6,left,0,1,3
ms1,P11,6,left,1,1,4
ms1,P11,6,right,0,1,5
ms1,P11,6,right,1,1,6
ms1,P11,7,both,0,1,1
ms1,P11,7,both,1,1,2
ms1,P11,7,left,0,1,3
ms1,P11,7,left,1,1,4
ms1,P11,7,right,0,1,5
ms1,P11,7,right,1,1,6
ms1,P11,8,both,0,0,0
ms1,P11,8,both,1,0,0
ms1,P11,8,left,0,1,1
ms1,P11,8,left,1,1,2
ms1,P11,8,right,0,1,3
ms1,P11,8,right,1,1,4
ms1,P11,9,both,0,0,0
ms1,P11,9,both,1,0,0
ms1,P11,9,left,0,1,1
ms1,P11,9,left,1,0,1
ms1,P11,9,right,0,1,2
ms1,P11,9,right,1,1,3
ms1,P11,10,both,0,0,0
ms1,P11,10,both,1,1,1
ms1,P11,10,left,0,0,1
ms1,P11,10,left,1,0,1
ms1,P11,10,right,0,1,2
ms1,P11,10,right,1,1,3
ms1,P11,11,both,0,1,1
ms1,P11,11,both,1,1,2
ms1,P11,11,left,0,1,3
ms1,P11,11,left,1,0,3
ms1,P11,11,right,0,0,3
ms1,P11,11,right,1,0,3
ms1,P11,12,both,0,1,1
ms1,P11,12,both,1,1,2
ms1,P11,12,left,0,0,2
ms1,P11,12,left,1,1,3
ms1,P11,12,right,0,0,3
ms1,P11,12,right,1,0,3
ms1,P11,13,both,0,1,1
ms1,P11,13,both,1,0,1
ms1,P11,13,left,0,0,1
ms1,P11,13,left,1,1,2
ms1,P11,13,right,0,0,2
ms1,P11,13,right,1,0,2
ms1,P11,14,both,0,0,0
ms1,P11,14,both,1,0,0
ms1,P11,14,left,0,0,0
ms1,P11,14,left,1,0,0
ms1,P11,14,right,0,0,0
ms1,P11,14,right,1,0,0
ms1,P11,0,both,0,1,1
ms1,P11,0,both,1,1,2
ms1,P11,0,left,0,1,3
ms1,P11,0,left,1,1,4
ms1,P11,0,right,0,1,5
ms1,P11,0,right,1,1,6
ms1,P11,1,both,0,1,1
ms1,P11,1,both,1,1,2
ms1,P11,1,left,0,1,3
ms1,P11,1,left,1,1,4
ms1,P11,1,right,0,1,5
ms1,P11,1,right,1,1,6
ms1,P11,2,both,0,1,1
ms1,P11,2,both,1,1,2
ms1,P11,2,left,0,1,3
ms1,P11,2,left,1,1,4
ms1,P11,2,right,0,1,5
ms1,P11,2,right,1,1,6
ms1,P11,3,both,0,1,1
ms1,P11,3,both,1,1,2
ms1,P11,3,left,0,1,3
ms1,P11,3,left,1,1,4
ms1,P11,3,right,0,1,5
ms1,P11,3,right,1,1,6
ms1,P11,4,both,0,1,1
ms1,P11,4,both,1,1,2
ms1,P11,4,left,0,1,3
ms1,P11,4,left,1,1,4
ms1,P11,4,right,0,1,5
ms1,P11,4,right,1,1,6
ms1,P11,5,both,0,1,1
ms1,P11,5,both,1,1,2
ms1,P11,5,left,0,1,3
ms1,P11,5,left,1,1,4
ms1,P11,5,right,0,1,5
ms1,P11,5,right,1,1,6
ms1,P11,6,both,0,1,1
ms1,P11,6,both,1,1,2
ms1,P11,6,left,0,1,3
ms1,P11,6,left,1,1,4
ms1,P11,6,right,0,1,5
ms1,P11,6,right,1,1,6
ms1,P11,7,both,0,1,1
ms1,P11,7,both,1,1,2
ms1,P11,7,left,0,1,3
ms1,P11,7,left,1,1,4
ms1,P11,7,right,0,1,5
ms1,P11,7,right,1,1,6
ms1,P11,8,both,0,1,1
ms1,P11,8,both,1,1,2
ms1,P11,8,left,0,1,3
ms1,P11,8,left,1,1,4
ms1,P11,8,right,0,1,5
ms1,P11,8,right,1,1,6
ms1,P11,9,both,0,1,1
ms1,P11,9,both,1,1,2
ms1,P11,9,left,0,1,3
r,P11,0,both,0,6,6
r,P11,0,both,1,19,25
r,P11,0,left,0,15,40
r,P11,0,left,1,21,61
r,P11,0,right,0,16,77
r,P11,0,right,1,7,84
r,P11,1,both,0,10,10
r,P11,1,both,1,9,19
r,P11,1,left,0,8,27
r,P11,1,left,1,8,35
r,P11,1,right,0,3,38
r,P11,1,right,1,1,39
r,P11,2,both,0,8,8
r,P11,2,both,1,7,15
r,P11,2,left,0,3,18
r,P11,2,left,1,3,21
r,P11,2,right,0,2,23
r,P11,2,right,1,2,25
r,P11,3,both,0,3,3
r,P11,3,both,1,3,6
r,P11,3,left,0,0,6
r,P11,3,left,1,2,8
r,P11,3,right,0,2,10
r,P11,3,right,1,0,10
r,P11,4,both,0,1,1
r,P11,4,both,1,1,2
r,P11,4,left,0,1,3
r,P11,4,left,1,1,4
r,P11,4,right,0,0,4
r,P11,4,right,1,0,4
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,7,7
r,P11,0,both,1,16,23
r,P11,0,left,0,13,36
r,P11,0,left,1,14,50
r,P11,0,right,0,12,62
r,P11,0,right,1,8,70
r,P11,1,both,0,20,20
r,P11,1,both,1,16,36
r,P11,1,left,0,8,44
r,P11,1,left,1,10,54
r,P11,1,right,0,6,60
r,P11,1,right,1,1,61
r,P11,2,both,0,13,13
r,P11,2,both,1,11,24
r,P11,2,left,0,5,29
r,P11,2,left,1,6,35
r,P11,2,right,0,2,37
r,P11,2,right,1,0,37
r,P11,3,both,0,7,7
r,P11,3,both,1,2,9
r,P11,3,left,0,1,10
r,P11,3,left,1,2,12
r,P11,3,right,0,0,12
r,P11,3,right,1,0,12
r,P11,4,both,0,3,3
r,P11,4,both,1,1,4
r,P11,4,left,0,0,4
r,P11,4,left,1,1,5
r,P11,4,right,0,0,5
r,P11,4,right,1,0,5
r,P11,5,both,0,1,1
r,P11,5,both,1,2,3
r,P11,5,left,0,0,3
r,P11,5,left,1,0,3
r,P11,5,right,0,0,3
r,P11,5,right,1,0,3
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,12,12
r,P11,0,both,1,10,22
r,P11,0,left,0,13,35
r,P11,0,left,1,16,51
r,P11,0,right,0,7,58
r,P11,0,right,1,8,66
r,P11,1,both,0,13,13
r,P11,1,both,1,11,24
r,P11,1,left,0,8,32
r,P11,1,left,1,8,40
r,P11,1,right,0,5,45
r,P11,1,right,1,4,49
r,P11,2,both,0,10,10
r,P11,2,both,1,8,18
r,P11,2,left,0,4,22
r,P11,2,left,1,5,27
r,P11,2,right,0,3,30
r,P11,2,right,1,1,31
r,P11,3,both,0,6,6
r,P11,3,both,1,4,10
r,P11,3,left,0,1,11
r,P11,3,left,1,2,13
r,P11,3,right,0,1,14
r,P11,3,right,1,0,14
r,P11,4,both,0,2,2
r,P11,4,both,1,2,4
r,P11,4,left,0,1,5
r,P11,4,left,1,1,6
r,P11,4,right,0,0,6
r,P11,4,right,1,0,6
